Time,IMU_SHIN_L_YAW,IMU_SHIN_L_PITCH,IMU_SHIN_L_ROLL,IMU_SHIN_R_YAW,IMU_SHIN_R_PITCH,IMU_SHIN_R_ROLL,FSR_HEEL_L_RAW,FSR_HEEL_R_RAW,IMU_FOOT_L_YAW,IMU_FOOT_L_PITCH,IMU_FOOT_L_ROLL,IMU_FOOT_R_YAW,IMU_FOOT_R_PITCH,IMU_FOOT_R_ROLL,
25.64,0.00,-0.27,-2.58,-0.02,0.38,-5.20,12.00,9.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.65,0.00,-0.27,-2.58,-0.02,0.38,-5.20,8.00,24.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.66,0.00,-0.27,-2.58,-0.02,0.38,-5.20,8.00,17.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.67,0.00,-0.27,-2.58,-0.02,0.38,-5.20,9.00,7.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.67,0.00,-0.27,-2.58,-0.02,0.38,-5.20,8.00,10.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.68,0.00,-0.27,-2.58,-0.02,0.38,-5.20,9.00,13.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.69,0.00,-0.27,-2.58,-0.02,0.38,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.70,0.00,-0.27,-2.58,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.72,0.00,-0.27,-2.58,-0.02,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.73,0.00,-0.27,-2.58,-0.02,0.38,-5.20,11.00,9.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.74,0.00,-0.27,-2.58,-0.02,0.37,-5.20,8.00,7.00,0.00,-0.27,-2.58,-0.02,0.37,-5.20,
25.75,0.00,-0.27,-2.58,-0.02,0.37,-5.20,11.00,11.00,0.00,-0.27,-2.58,-0.02,0.37,-5.20,
25.75,0.00,-0.27,-2.58,-0.02,0.37,-5.20,9.00,11.00,0.00,-0.27,-2.58,-0.02,0.37,-5.20,
25.76,0.00,-0.27,-2.58,-0.02,0.37,-5.20,8.00,6.00,0.00,-0.27,-2.58,-0.02,0.37,-5.20,
25.77,0.00,-0.27,-2.58,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.78,0.00,-0.27,-2.58,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.80,0.00,-0.27,-2.58,-0.02,0.38,-5.20,10.00,15.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.81,0.00,-0.27,-2.58,-0.02,0.38,-5.20,8.00,11.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.82,0.00,-0.27,-2.58,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.38,-5.20,
25.83,0.00,-0.27,-2.59,-0.02,0.38,-5.20,8.00,6.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.83,0.00,-0.27,-2.59,-0.02,0.38,-5.20,9.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.84,0.00,-0.27,-2.59,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.85,0.00,-0.27,-2.59,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.86,0.00,-0.27,-2.59,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.88,0.00,-0.27,-2.59,-0.02,0.38,-5.20,8.00,24.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.89,0.00,-0.27,-2.59,-0.02,0.38,-5.20,5.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.90,0.00,-0.27,-2.59,-0.02,0.38,-5.20,9.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.91,0.00,-0.27,-2.59,-0.02,0.38,-5.20,7.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.92,0.00,-0.27,-2.59,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.93,0.00,-0.27,-2.59,-0.02,0.38,-5.20,7.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.94,0.00,-0.27,-2.59,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.95,0.00,-0.27,-2.59,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.20,
25.96,0.00,-0.27,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.19,
25.97,0.00,-0.27,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.19,
25.98,0.00,-0.27,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.19,
25.99,0.00,-0.27,-2.59,-0.02,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.59,-0.02,0.38,-5.19,
26.00,0.00,-0.27,-2.59,-0.02,0.38,-5.19,9.00,9.00,0.00,-0.27,-2.59,-0.02,0.38,-5.19,
26.01,0.00,-0.27,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.19,
26.02,0.00,-0.27,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.19,
26.03,0.00,-0.27,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.59,-0.02,0.38,-5.19,
26.04,0.00,-0.26,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.59,-0.02,0.38,-5.19,
26.05,0.00,-0.26,-2.59,-0.02,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.38,-5.19,
26.06,0.00,-0.26,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.59,-0.02,0.38,-5.19,
26.07,0.00,-0.26,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.59,-0.02,0.38,-5.19,
26.08,0.00,-0.26,-2.59,-0.02,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.38,-5.19,
26.09,0.00,-0.26,-2.59,-0.02,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.38,-5.19,
26.10,0.00,-0.26,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.59,-0.02,0.38,-5.19,
26.11,0.00,-0.26,-2.59,-0.02,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.59,-0.02,0.38,-5.19,
26.12,0.00,-0.26,-2.59,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.38,-5.19,
26.13,0.00,-0.26,-2.59,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.59,-0.01,0.38,-5.19,
26.14,0.00,-0.26,-2.59,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.01,0.38,-5.20,
26.15,0.00,-0.26,-2.59,-0.02,0.38,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.38,-5.20,
26.16,0.00,-0.26,-2.59,-0.02,0.38,-5.20,9.00,8.00,0.00,-0.26,-2.59,-0.02,0.38,-5.20,
26.17,0.00,-0.26,-2.59,-0.02,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.38,-5.19,
26.18,0.00,-0.26,-2.59,-0.02,0.38,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.02,0.38,-5.20,
26.19,0.00,-0.26,-2.59,-0.02,0.38,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.38,-5.20,
26.20,0.00,-0.26,-2.59,-0.02,0.37,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.37,-5.20,
26.21,0.00,-0.26,-2.59,-0.02,0.37,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.37,-5.20,
26.22,0.00,-0.26,-2.59,-0.02,0.37,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.02,0.37,-5.20,
26.23,0.00,-0.26,-2.59,-0.02,0.37,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.37,-5.20,
26.24,0.00,-0.26,-2.59,-0.02,0.37,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.37,-5.20,
26.25,0.00,-0.26,-2.59,-0.02,0.37,-5.20,9.00,9.00,0.00,-0.26,-2.59,-0.02,0.37,-5.20,
26.26,0.00,-0.26,-2.59,-0.02,0.37,-5.20,7.00,8.00,0.00,-0.26,-2.59,-0.02,0.37,-5.20,
26.27,0.00,-0.26,-2.59,-0.02,0.37,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.37,-5.20,
26.28,0.00,-0.26,-2.59,-0.02,0.37,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.02,0.37,-5.20,
26.29,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.30,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.31,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.32,0.00,-0.26,-2.59,-0.01,0.37,-5.20,7.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.33,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.34,0.00,-0.26,-2.59,-0.02,0.37,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.02,0.37,-5.20,
26.35,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.36,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.37,0.00,-0.26,-2.59,-0.01,0.37,-5.20,7.00,9.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.38,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.39,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,9.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.40,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.41,0.00,-0.26,-2.59,-0.01,0.37,-5.20,7.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.42,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.43,0.00,-0.26,-2.59,-0.01,0.37,-5.20,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.20,
26.44,0.00,-0.26,-2.59,-0.01,0.37,-5.21,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.21,
26.45,0.00,-0.26,-2.59,-0.01,0.37,-5.21,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.21,
26.46,0.00,-0.26,-2.59,-0.01,0.37,-5.21,8.00,7.00,0.00,-0.26,-2.59,-0.01,0.37,-5.21,
26.47,0.00,-0.26,-2.59,-0.01,0.37,-5.21,8.00,8.00,0.00,-0.26,-2.59,-0.01,0.37,-5.21,
26.48,0.00,-0.27,-2.58,-0.01,0.37,-5.21,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.37,-5.21,
26.49,0.00,-0.27,-2.58,-0.01,0.37,-5.21,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.37,-5.21,
26.50,0.00,-0.27,-2.58,-0.01,0.37,-5.21,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.37,-5.21,
26.51,0.00,-0.27,-2.58,-0.01,0.37,-5.21,6.00,8.00,0.00,-0.27,-2.58,-0.01,0.37,-5.21,
26.52,0.00,-0.27,-2.58,-0.01,0.37,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.37,-5.20,
26.53,0.00,-0.27,-2.58,-0.02,0.37,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.37,-5.20,
26.54,0.00,-0.27,-2.58,-0.02,0.36,-5.20,6.00,9.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.55,0.00,-0.27,-2.58,-0.02,0.36,-5.20,6.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.56,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.57,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.58,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.59,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.60,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.61,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.62,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.63,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.64,0.00,-0.27,-2.58,-0.01,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.36,-5.20,
26.65,0.00,-0.27,-2.58,-0.01,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.36,-5.20,
26.66,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.67,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.68,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.69,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.70,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.71,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.72,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.73,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.74,0.00,-0.27,-2.58,-0.02,0.36,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.36,-5.20,
26.75,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.76,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.77,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.78,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.79,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.80,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.81,0.00,-0.27,-2.58,-0.02,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.82,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.83,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.84,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.85,0.00,-0.27,-2.58,-0.02,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.35,-5.20,
26.86,0.00,-0.27,-2.58,-0.02,0.34,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.34,-5.20,
26.87,0.00,-0.27,-2.58,-0.02,0.34,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.34,-5.20,
26.88,0.00,-0.27,-2.58,-0.02,0.34,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.02,0.34,-5.20,
26.89,0.00,-0.27,-2.58,-0.01,0.34,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.34,-5.20,
26.90,0.00,-0.27,-2.59,-0.01,0.34,-5.20,8.00,8.00,0.00,-0.27,-2.59,-0.01,0.34,-5.20,
26.91,0.00,-0.27,-2.59,-0.01,0.34,-5.20,8.00,9.00,0.00,-0.27,-2.59,-0.01,0.34,-5.20,
26.92,0.00,-0.27,-2.59,-0.01,0.34,-5.20,8.00,8.00,0.00,-0.27,-2.59,-0.01,0.34,-5.20,
26.93,0.00,-0.27,-2.58,-0.01,0.34,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.34,-5.20,
26.94,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
26.95,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
26.96,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
26.97,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
26.98,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
26.99,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.01,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.02,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.03,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.04,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.05,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.06,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.07,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,9.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.08,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.09,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.10,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.11,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.12,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.13,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.14,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.15,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.16,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.17,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.18,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.19,0.00,-0.27,-2.58,-0.01,0.35,-5.20,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.20,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.21,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.22,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.23,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.24,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.25,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,9.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.26,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.27,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.28,0.00,-0.27,-2.58,-0.01,0.35,-5.20,9.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.29,0.00,-0.27,-2.58,-0.01,0.35,-5.20,7.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.30,0.00,-0.27,-2.58,-0.01,0.35,-5.20,6.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.20,
27.31,0.00,-0.27,-2.58,-0.01,0.35,-5.21,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.35,-5.21,
27.32,0.00,-0.27,-2.58,-0.01,0.36,-5.21,7.00,8.00,0.00,-0.27,-2.58,-0.01,0.36,-5.21,
27.33,0.00,-0.27,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.36,-5.21,
27.34,0.00,-0.27,-2.58,-0.01,0.36,-5.21,6.00,9.00,0.00,-0.27,-2.58,-0.01,0.36,-5.21,
27.35,0.00,-0.27,-2.58,-0.01,0.36,-5.21,8.00,9.00,0.00,-0.27,-2.58,-0.01,0.36,-5.21,
27.36,0.00,-0.27,-2.58,-0.01,0.36,-5.21,6.00,8.00,0.00,-0.27,-2.58,-0.01,0.36,-5.21,
27.37,0.00,-0.27,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.36,-5.21,
27.38,0.00,-0.27,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.27,-2.58,-0.01,0.36,-5.21,
27.39,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.40,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.41,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.42,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.43,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.44,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.45,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.46,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.47,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.48,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.49,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,9.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.50,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,9.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.51,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,9.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.52,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.53,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.54,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.55,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,9.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.56,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.57,0.00,-0.28,-2.58,-0.01,0.36,-5.21,9.00,9.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.58,0.00,-0.28,-2.58,-0.01,0.36,-5.21,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.21,
27.59,0.00,-0.28,-2.58,-0.01,0.36,-5.22,7.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.22,
27.60,0.00,-0.28,-2.58,-0.01,0.36,-5.22,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.22,
27.61,0.00,-0.28,-2.58,-0.01,0.36,-5.22,8.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.22,
27.62,0.00,-0.28,-2.58,-0.01,0.36,-5.22,9.00,8.00,0.00,-0.28,-2.58,-0.01,0.36,-5.22,
