Time,IMU_SHIN_L_YAW,IMU_SHIN_L_PITCH,IMU_SHIN_L_ROLL,IMU_SHIN_R_YAW,IMU_SHIN_R_PITCH,IMU_SHIN_R_ROLL,
10.07,-5.35,3.55,-2.64,3.68,-0.45,-1.68,
10.08,-5.40,3.47,-2.97,3.69,-0.45,-1.68,
10.09,-5.44,3.36,-3.40,3.69,-0.45,-1.68,
10.10,-5.46,3.23,-3.86,3.69,-0.45,-1.68,
10.11,-5.46,3.11,-4.15,3.68,-0.45,-1.68,
10.12,-5.46,3.06,-4.21,3.68,-0.45,-1.68,
10.13,-5.45,3.03,-4.24,3.68,-0.45,-1.68,
10.14,-5.45,2.99,-4.28,3.68,-0.45,-1.68,
10.15,-5.44,2.93,-4.33,3.68,-0.45,-1.68,
10.16,-5.44,2.87,-4.37,3.68,-0.45,-1.68,
10.17,-5.44,2.83,-4.40,3.68,-0.45,-1.68,
10.18,-5.44,2.79,-4.42,3.68,-0.46,-1.68,
10.19,-5.45,2.77,-4.43,3.68,-0.46,-1.68,
10.20,-5.47,2.74,-4.44,3.68,-0.46,-1.68,
10.21,-5.48,2.71,-4.46,3.68,-0.46,-1.68,
10.22,-5.49,2.67,-4.48,3.68,-0.46,-1.68,
10.23,-5.49,2.63,-4.50,3.68,-0.46,-1.68,
10.24,-5.49,2.59,-4.53,3.68,-0.46,-1.68,
10.25,-5.49,2.58,-4.54,3.68,-0.46,-1.68,
10.26,-5.50,2.65,-4.49,3.68,-0.46,-1.68,
10.27,-5.50,2.67,-4.47,3.68,-0.46,-1.68,
10.28,-5.46,2.15,-4.79,3.67,-0.47,-1.68,
10.29,-5.37,0.97,-5.52,3.66,-0.47,-1.68,
10.30,-5.27,-0.13,-6.12,3.63,-0.47,-1.68,
10.31,-5.21,-0.30,-6.20,3.61,-0.47,-1.68,
10.32,-5.22,0.29,-5.92,3.59,-0.48,-1.68,
10.33,-5.25,0.84,-5.62,3.58,-0.48,-1.68,
10.34,-5.27,1.06,-5.49,3.58,-0.46,-1.68,
10.35,-5.27,0.97,-5.54,3.58,-0.45,-1.68,
10.36,-5.24,0.66,-5.73,3.58,-0.45,-1.68,
10.37,-5.20,0.26,-5.95,3.57,-0.45,-1.68,
10.38,-5.18,0.09,-6.05,3.57,-0.46,-1.68,
10.39,-5.20,0.25,-5.95,3.57,-0.46,-1.68,
10.40,-5.22,0.50,-5.81,3.57,-0.45,-1.68,
10.41,-5.23,0.60,-5.75,3.57,-0.44,-1.68,
10.42,-5.22,0.53,-5.80,3.57,-0.41,-1.68,
10.43,-5.21,0.37,-5.89,3.56,-0.37,-1.67,
10.44,-5.20,0.25,-5.96,3.54,-0.38,-1.67,
10.45,-5.20,0.24,-5.96,3.51,-0.41,-1.68,
10.46,-5.20,0.32,-5.92,3.50,-0.40,-1.68,
10.47,-5.21,0.41,-5.87,3.50,-0.40,-1.68,
10.48,-5.21,0.43,-5.86,3.50,-0.40,-1.68,
10.49,-5.21,0.39,-5.88,3.50,-0.39,-1.68,
10.50,-5.20,0.34,-5.91,3.50,-0.39,-1.68,
10.51,-5.20,0.31,-5.92,3.50,-0.39,-1.68,
10.52,-5.20,0.33,-5.91,3.50,-0.39,-1.69,
10.53,-5.20,0.37,-5.89,3.50,-0.39,-1.69,
10.54,-5.21,0.38,-5.88,3.50,-0.39,-1.69,
10.55,-5.20,0.37,-5.89,3.50,-0.39,-1.69,
10.56,-5.20,0.35,-5.90,3.50,-0.39,-1.69,
10.57,-5.20,0.34,-5.91,3.50,-0.39,-1.69,
10.58,-5.20,0.35,-5.90,3.50,-0.39,-1.69,
10.59,-5.21,0.36,-5.89,3.50,-0.39,-1.69,
10.60,-5.21,0.37,-5.89,3.50,-0.39,-1.69,
10.61,-5.21,0.36,-5.90,3.50,-0.39,-1.70,
10.62,-5.20,0.35,-5.90,3.50,-0.39,-1.70,
10.63,-5.21,0.35,-5.90,3.50,-0.39,-1.70,
10.64,-5.21,0.36,-5.90,3.50,-0.39,-1.70,
10.65,-5.21,0.36,-5.90,3.50,-0.39,-1.70,
10.66,-5.21,0.36,-5.90,3.50,-0.39,-1.70,
10.67,-5.21,0.36,-5.90,3.50,-0.39,-1.70,
10.68,-5.20,0.35,-5.90,3.50,-0.39,-1.71,
10.69,-5.20,0.36,-5.90,3.50,-0.39,-1.71,
10.70,-5.20,0.36,-5.90,3.50,-0.39,-1.71,
10.71,-5.20,0.36,-5.90,3.50,-0.39,-1.71,
10.72,-5.20,0.36,-5.90,3.50,-0.39,-1.71,
10.73,-5.20,0.36,-5.90,3.50,-0.39,-1.71,
10.74,-5.20,0.36,-5.90,3.50,-0.39,-1.71,
10.75,-5.20,0.36,-5.90,3.50,-0.39,-1.72,
10.76,-5.20,0.37,-5.90,3.50,-0.39,-1.72,
10.77,-5.20,0.36,-5.90,3.50,-0.39,-1.72,
10.78,-5.20,0.36,-5.91,3.50,-0.39,-1.72,
10.79,-5.20,0.36,-5.91,3.50,-0.39,-1.72,
10.80,-5.20,0.36,-5.91,3.50,-0.38,-1.72,
10.81,-5.20,0.37,-5.91,3.50,-0.38,-1.72,
10.82,-5.20,0.37,-5.91,3.49,-0.37,-1.72,
10.83,-5.20,0.37,-5.91,3.49,-0.37,-1.72,
10.84,-5.20,0.37,-5.91,3.49,-0.37,-1.72,
10.85,-5.20,0.37,-5.91,3.49,-0.37,-1.72,
10.86,-5.20,0.37,-5.92,3.49,-0.37,-1.72,
10.87,-5.20,0.37,-5.94,3.49,-0.37,-1.72,
10.88,-5.20,0.37,-5.95,3.49,-0.37,-1.72,
10.89,-5.20,0.38,-5.96,3.49,-0.37,-1.72,
10.90,-5.20,0.38,-5.97,3.49,-0.36,-1.72,
10.91,-5.20,0.38,-5.98,3.49,-0.36,-1.72,
10.92,-5.20,0.38,-5.99,3.49,-0.36,-1.72,
10.93,-5.20,0.38,-6.00,3.49,-0.36,-1.72,
10.94,-5.20,0.38,-6.01,3.49,-0.36,-1.71,
10.95,-5.20,0.39,-6.02,3.49,-0.36,-1.71,
10.96,-5.20,0.39,-6.03,3.50,-0.36,-1.71,
10.97,-5.20,0.39,-6.04,3.50,-0.36,-1.71,
10.98,-5.20,0.39,-6.05,3.50,-0.36,-1.71,
10.99,-5.20,0.39,-6.06,3.50,-0.36,-1.71,
11.00,-5.20,0.39,-6.07,3.50,-0.36,-1.71,
11.01,-5.20,0.40,-6.08,3.50,-0.36,-1.71,
11.02,-5.20,0.40,-6.09,3.50,-0.36,-1.71,
11.03,-5.20,0.40,-6.10,3.50,-0.35,-1.71,
11.04,-5.20,0.40,-6.11,3.50,-0.35,-1.71,
11.05,-5.20,0.40,-6.12,3.50,-0.35,-1.71,
11.06,-5.20,0.41,-6.13,3.50,-0.35,-1.71,
11.07,-5.20,0.41,-6.14,3.50,-0.35,-1.71,
11.08,-5.20,0.41,-6.15,3.50,-0.35,-1.71,
11.09,-5.20,0.41,-6.16,3.50,-0.35,-1.71,
11.10,-5.20,0.41,-6.16,3.50,-0.35,-1.71,
11.11,-5.20,0.42,-6.17,3.50,-0.35,-1.71,
11.12,-5.20,0.42,-6.18,3.50,-0.35,-1.70,
11.13,-5.20,0.42,-6.19,3.50,-0.35,-1.70,
11.14,-5.20,0.42,-6.20,3.50,-0.35,-1.70,
11.15,-5.20,0.42,-6.20,3.50,-0.34,-1.70,
11.16,-5.21,0.43,-6.21,3.50,-0.34,-1.70,
11.17,-5.21,0.43,-6.22,3.50,-0.34,-1.70,
11.18,-5.21,0.43,-6.23,3.50,-0.34,-1.70,
11.19,-5.21,0.43,-6.24,3.50,-0.34,-1.70,
11.20,-5.21,0.44,-6.24,3.50,-0.34,-1.70,
11.21,-5.21,0.44,-6.25,3.50,-0.34,-1.70,
11.22,-5.21,0.44,-6.26,3.50,-0.34,-1.69,
11.23,-5.21,0.44,-6.26,3.50,-0.34,-1.69,
11.24,-5.21,0.44,-6.27,3.50,-0.34,-1.69,
11.25,-5.21,0.45,-6.28,3.50,-0.34,-1.69,
11.26,-5.21,0.45,-6.29,3.50,-0.34,-1.69,
11.27,-5.21,0.45,-6.29,3.50,-0.34,-1.69,
11.28,-5.21,0.45,-6.30,3.50,-0.34,-1.69,
11.29,-5.21,0.45,-6.30,3.50,-0.34,-1.69,
11.30,-5.21,0.45,-6.31,3.50,-0.34,-1.69,
11.31,-5.21,0.46,-6.32,3.50,-0.34,-1.69,
11.32,-5.21,0.46,-6.32,3.50,-0.34,-1.69,
11.33,-5.21,0.46,-6.33,3.50,-0.34,-1.69,
11.34,-5.21,0.47,-6.34,3.50,-0.34,-1.68,
11.35,-5.21,0.47,-6.34,3.50,-0.34,-1.68,
11.36,-5.21,0.47,-6.35,3.50,-0.34,-1.68,
11.37,-5.21,0.47,-6.36,3.50,-0.34,-1.68,
11.38,-5.21,0.47,-6.36,3.50,-0.34,-1.68,
11.39,-5.21,0.48,-6.37,3.50,-0.34,-1.68,
11.40,-5.21,0.48,-6.37,3.50,-0.34,-1.68,
11.41,-5.21,0.48,-6.38,3.50,-0.33,-1.68,
11.42,-5.21,0.48,-6.38,3.50,-0.33,-1.68,
11.43,-5.21,0.48,-6.39,3.50,-0.33,-1.68,
11.44,-5.21,0.48,-6.40,3.50,-0.33,-1.68,
11.45,-5.21,0.49,-6.40,3.50,-0.33,-1.68,
11.46,-5.21,0.49,-6.41,3.50,-0.33,-1.68,
11.47,-5.21,0.49,-6.41,3.50,-0.33,-1.68,
11.48,-5.21,0.49,-6.42,3.50,-0.33,-1.67,
11.49,-5.21,0.49,-6.42,3.50,-0.33,-1.67,
11.50,-5.22,0.49,-6.43,3.50,-0.33,-1.67,
11.51,-5.22,0.49,-6.43,3.50,-0.33,-1.67,
11.52,-5.22,0.49,-6.44,3.50,-0.33,-1.67,
11.53,-5.22,0.49,-6.44,3.51,-0.33,-1.67,
11.54,-5.22,0.50,-6.45,3.51,-0.33,-1.67,
11.55,-5.22,0.50,-6.45,3.51,-0.33,-1.67,
11.56,-5.22,0.50,-6.46,3.51,-0.33,-1.67,
11.57,-5.22,0.50,-6.46,3.51,-0.33,-1.67,
11.58,-5.22,0.50,-6.47,3.51,-0.33,-1.67,
11.59,-5.22,0.50,-6.47,3.51,-0.33,-1.67,
11.60,-5.21,0.50,-6.48,3.51,-0.33,-1.67,
11.61,-5.21,0.50,-6.48,3.51,-0.33,-1.67,
11.62,-5.21,0.50,-6.49,3.51,-0.33,-1.67,
11.63,-5.22,0.50,-6.49,3.51,-0.33,-1.67,
11.64,-5.22,0.50,-6.50,3.51,-0.33,-1.67,
11.65,-5.22,0.50,-6.50,3.51,-0.33,-1.67,
11.66,-5.22,0.50,-6.51,3.51,-0.33,-1.67,
11.67,-5.22,0.50,-6.51,3.51,-0.33,-1.67,
11.68,-5.22,0.50,-6.51,3.51,-0.33,-1.67,
11.69,-5.22,0.50,-6.52,3.51,-0.33,-1.67,
11.70,-5.22,0.50,-6.52,3.51,-0.33,-1.67,
11.71,-5.21,0.50,-6.53,3.51,-0.33,-1.67,
11.72,-5.22,0.50,-6.53,3.51,-0.33,-1.67,
11.73,-5.22,0.51,-6.53,3.52,-0.33,-1.67,
11.74,-5.22,0.51,-6.54,3.52,-0.33,-1.67,
11.75,-5.21,0.51,-6.54,3.52,-0.33,-1.67,
11.76,-5.21,0.51,-6.55,3.52,-0.33,-1.67,
11.77,-5.21,0.51,-6.55,3.52,-0.33,-1.67,
11.78,-5.22,0.51,-6.55,3.52,-0.33,-1.67,
11.79,-5.22,0.51,-6.56,3.52,-0.33,-1.67,
11.80,-5.22,0.51,-6.56,3.52,-0.33,-1.67,
11.81,-5.22,0.51,-6.56,3.52,-0.33,-1.67,
11.82,-5.22,0.52,-6.57,3.52,-0.33,-1.67,
11.83,-5.22,0.52,-6.57,3.52,-0.33,-1.67,
11.84,-5.22,0.52,-6.57,3.52,-0.33,-1.67,
11.85,-5.22,0.52,-6.58,3.52,-0.33,-1.67,
11.86,-5.22,0.52,-6.58,3.52,-0.33,-1.67,
11.87,-5.22,0.52,-6.58,3.52,-0.33,-1.67,
11.88,-5.22,0.52,-6.59,3.52,-0.33,-1.66,
11.89,-5.22,0.52,-6.59,3.52,-0.33,-1.66,
11.90,-5.22,0.52,-6.59,3.52,-0.33,-1.66,
11.91,-5.22,0.52,-6.60,3.52,-0.33,-1.66,
11.92,-5.22,0.52,-6.60,3.52,-0.33,-1.66,
11.93,-5.22,0.52,-6.60,3.52,-0.33,-1.66,
11.94,-5.22,0.52,-6.60,3.52,-0.33,-1.66,
11.95,-5.22,0.52,-6.61,3.52,-0.33,-1.66,
11.96,-5.22,0.53,-6.61,3.52,-0.33,-1.66,
11.97,-5.22,0.53,-6.61,3.52,-0.33,-1.66,
11.98,-5.22,0.53,-6.61,3.52,-0.33,-1.66,
11.99,-5.22,0.53,-6.62,3.52,-0.33,-1.66,
12.00,-5.22,0.53,-6.62,3.52,-0.33,-1.66,
12.01,-5.22,0.53,-6.62,3.52,-0.33,-1.66,
12.02,-5.22,0.53,-6.62,3.52,-0.33,-1.66,
12.03,-5.22,0.53,-6.63,3.52,-0.33,-1.66,
12.04,-5.22,0.53,-6.63,3.52,-0.33,-1.66,
12.05,-5.22,0.53,-6.63,3.52,-0.33,-1.66,
12.06,-5.22,0.53,-6.63,3.52,-0.33,-1.66,
12.07,-5.22,0.53,-6.64,3.52,-0.33,-1.66,
12.08,-5.22,0.53,-6.64,3.52,-0.33,-1.66,
12.09,-5.22,0.53,-6.64,3.52,-0.33,-1.66,
12.10,-5.22,0.53,-6.65,3.52,-0.33,-1.66,
12.11,-5.22,0.53,-6.65,3.52,-0.33,-1.66,
12.12,-5.22,0.53,-6.65,3.52,-0.33,-1.66,
12.13,-5.22,0.53,-6.65,3.52,-0.33,-1.66,
12.14,-5.22,0.53,-6.66,3.52,-0.33,-1.66,
12.15,-5.22,0.53,-6.66,3.52,-0.33,-1.66,
12.16,-5.22,0.54,-6.66,3.52,-0.33,-1.66,
12.17,-5.22,0.54,-6.66,3.52,-0.33,-1.66,
12.18,-5.22,0.54,-6.66,3.52,-0.33,-1.66,
12.19,-5.22,0.54,-6.67,3.52,-0.33,-1.66,
12.20,-5.22,0.54,-6.67,3.52,-0.33,-1.66,
12.21,-5.22,0.54,-6.67,3.52,-0.33,-1.65,
12.22,-5.22,0.54,-6.67,3.52,-0.33,-1.65,
12.23,-5.22,0.54,-6.67,3.52,-0.33,-1.65,
12.24,-5.22,0.54,-6.68,3.52,-0.33,-1.65,
12.25,-5.22,0.54,-6.68,3.52,-0.33,-1.65,
12.26,-5.22,0.54,-6.68,3.52,-0.33,-1.65,
12.27,-5.22,0.54,-6.68,3.52,-0.33,-1.65,
12.28,-5.22,0.54,-6.68,3.52,-0.33,-1.65,
12.29,-5.22,0.54,-6.68,3.52,-0.33,-1.65,
12.30,-5.22,0.54,-6.69,3.52,-0.33,-1.65,
12.31,-5.22,0.54,-6.69,3.52,-0.33,-1.65,
12.32,-5.22,0.54,-6.69,3.52,-0.33,-1.65,
12.33,-5.22,0.54,-6.69,3.52,-0.33,-1.65,
12.34,-5.22,0.54,-6.69,3.52,-0.33,-1.65,
12.35,-5.22,0.54,-6.70,3.52,-0.33,-1.65,
12.36,-5.22,0.54,-6.70,3.52,-0.33,-1.65,
12.37,-5.22,0.54,-6.70,3.52,-0.33,-1.65,
12.38,-5.22,0.54,-6.70,3.52,-0.33,-1.65,
12.39,-5.22,0.54,-6.70,3.52,-0.33,-1.65,
12.40,-5.22,0.54,-6.70,3.52,-0.33,-1.65,
12.41,-5.22,0.55,-6.71,3.52,-0.33,-1.65,
12.42,-5.22,0.55,-6.71,3.52,-0.33,-1.65,
12.43,-5.22,0.55,-6.71,3.52,-0.33,-1.65,
12.44,-5.22,0.55,-6.71,3.52,-0.33,-1.65,
12.45,-5.22,0.55,-6.72,3.52,-0.33,-1.65,
12.46,-5.22,0.55,-6.72,3.52,-0.33,-1.65,
12.47,-5.22,0.55,-6.72,3.52,-0.33,-1.65,
12.48,-5.22,0.55,-6.72,3.52,-0.33,-1.65,
12.49,-5.22,0.55,-6.72,3.52,-0.33,-1.65,
12.50,-5.22,0.55,-6.72,3.52,-0.33,-1.65,
12.51,-5.22,0.55,-6.73,3.52,-0.33,-1.65,
12.52,-5.22,0.55,-6.73,3.52,-0.33,-1.65,
12.53,-5.22,0.55,-6.73,3.52,-0.33,-1.65,
12.54,-5.22,0.55,-6.73,3.52,-0.33,-1.65,
12.55,-5.22,0.55,-6.73,3.52,-0.33,-1.65,
12.56,-5.22,0.55,-6.74,3.52,-0.33,-1.65,
12.57,-5.22,0.55,-6.74,3.52,-0.33,-1.65,
12.58,-5.22,0.55,-6.74,3.52,-0.33,-1.65,
12.59,-5.22,0.55,-6.74,3.52,-0.33,-1.65,
12.60,-5.22,0.55,-6.74,3.52,-0.33,-1.65,
12.61,-5.22,0.55,-6.74,3.52,-0.33,-1.65,
12.62,-5.22,0.55,-6.74,3.52,-0.33,-1.65,
12.63,-5.22,0.55,-6.74,3.52,-0.33,-1.65,
12.64,-5.22,0.55,-6.75,3.52,-0.33,-1.65,
