Time,IMU_SHIN_L_YAW,IMU_SHIN_L_PITCH,IMU_SHIN_L_ROLL,IMU_SHIN_R_YAW,IMU_SHIN_R_PITCH,IMU_SHIN_R_ROLL,FSR_HEEL_L_RAW,FSR_HEEL_R_RAW,
33.85,0.00,0.06,-4.79,0.00,-0.08,-1.17,1014.00,1012.00,
33.85,0.00,0.06,-4.79,0.00,-0.08,-1.17,1014.00,1011.00,
33.87,0.00,0.06,-4.79,0.00,-0.08,-1.18,1014.00,1012.00,
33.88,0.00,0.06,-4.79,0.00,-0.08,-1.18,1013.00,1012.00,
33.88,-0.03,0.06,-4.79,0.00,-0.08,-1.18,1014.00,1012.00,
33.90,-0.11,0.06,-4.79,0.00,-0.08,-1.18,1014.00,1011.00,
33.90,-0.28,0.04,-4.78,0.00,-0.08,-1.18,1014.00,1012.00,
33.92,-0.53,0.02,-4.78,0.00,-0.08,-1.18,1014.00,1012.00,
33.92,-0.68,0.01,-4.77,0.00,-0.08,-1.18,1014.00,1012.00,
33.94,-0.71,0.01,-4.76,0.00,-0.08,-1.18,1014.00,1011.00,
33.94,-0.72,0.03,-4.74,0.04,-0.08,-1.18,1014.00,1012.00,
33.96,-0.41,0.09,-4.70,0.11,-0.07,-1.17,1014.00,1011.00,
33.97,0.28,0.21,-4.66,0.19,-0.07,-1.17,1014.00,1011.00,
33.98,1.14,0.48,-4.62,0.25,-0.07,-1.17,1014.00,1011.00,
33.99,1.89,0.88,-4.57,0.31,-0.07,-1.16,1014.00,1012.00,
33.99,2.46,1.33,-4.52,0.39,-0.07,-1.16,1014.00,1011.00,
34.01,2.99,1.78,-4.51,0.47,-0.07,-1.16,1013.00,1011.00,
34.01,3.59,2.22,-4.53,0.59,-0.07,-1.16,1013.00,1012.00,
34.03,4.24,2.55,-4.51,0.72,-0.07,-1.16,1014.00,1012.00,
34.04,4.88,2.87,-4.47,0.91,-0.07,-1.16,1014.00,1011.00,
34.05,5.50,3.32,-4.48,1.12,-0.08,-1.16,1014.00,1012.00,
34.06,6.11,3.87,-4.52,1.38,-0.09,-1.16,1013.00,1012.00,
34.07,6.71,4.42,-4.60,1.68,-0.09,-1.16,1014.00,1012.00,
34.08,7.35,4.87,-4.77,2.02,-0.10,-1.16,1014.00,1012.00,
34.09,8.09,5.29,-5.05,2.37,-0.10,-1.16,1014.00,1012.00,
34.10,9.00,5.79,-5.46,2.72,-0.11,-1.17,1014.00,1011.00,
34.11,10.02,6.35,-5.97,3.05,-0.12,-1.17,1014.00,1011.00,
34.12,10.96,6.84,-6.53,3.35,-0.12,-1.17,1014.00,1011.00,
34.13,11.72,7.14,-7.04,3.61,-0.13,-1.17,1014.00,1012.00,
34.14,12.26,7.24,-7.50,3.85,-0.13,-1.17,1013.00,1011.00,
34.15,12.62,7.20,-7.90,4.06,-0.13,-1.17,1014.00,1012.00,
34.16,12.88,7.09,-8.24,4.26,-0.14,-1.18,1014.00,1012.00,
34.17,13.12,6.94,-8.53,4.45,-0.14,-1.18,1014.00,1012.00,
34.18,13.37,6.73,-8.74,4.62,-0.15,-1.18,1014.00,1011.00,
34.19,13.68,6.48,-8.88,4.77,-0.15,-1.18,1014.00,1011.00,
34.20,14.05,6.19,-9.01,4.88,-0.15,-1.18,1014.00,1012.00,
34.21,14.47,5.90,-9.17,4.97,-0.16,-1.18,1014.00,1012.00,
34.22,14.88,5.64,-9.38,5.04,-0.17,-1.18,1014.00,1012.00,
34.23,15.23,5.42,-9.63,5.08,-0.17,-1.18,1014.00,1012.00,
34.24,15.45,5.20,-9.85,5.11,-0.18,-1.18,1013.00,1012.00,
34.25,15.56,4.94,-9.95,5.13,-0.19,-1.18,1014.00,1012.00,
34.26,15.59,4.67,-9.94,5.15,-0.20,-1.18,1013.00,1012.00,
34.27,15.65,4.40,-9.93,5.20,-0.21,-1.18,1015.00,1012.00,
34.28,15.77,4.09,-10.11,5.29,-0.25,-1.19,1014.00,1012.00,
34.29,15.92,3.76,-10.55,5.43,-0.33,-1.21,1014.00,1011.00,
34.30,16.05,3.50,-11.10,5.62,-0.43,-1.23,1013.00,1011.00,
34.31,16.10,3.27,-11.56,5.88,-0.56,-1.26,1014.00,1010.00,
34.32,16.12,3.05,-11.81,6.19,-0.69,-1.29,1014.00,1011.00,
34.33,16.19,2.91,-11.91,6.54,-0.77,-1.31,1014.00,1012.00,
34.34,16.33,2.87,-12.04,6.93,-0.80,-1.32,1014.00,1012.00,
34.35,16.47,3.12,-12.36,7.28,-0.79,-1.33,1014.00,1012.00,
34.36,16.42,4.11,-12.85,7.45,-0.77,-1.34,1013.00,1012.00,
34.37,16.12,5.76,-13.39,7.48,-0.76,-1.36,1014.00,1012.00,
34.38,15.66,7.78,-13.78,7.53,-0.77,-1.39,1014.00,1012.00,
34.39,15.14,9.86,-13.94,7.61,-0.76,-1.42,1013.00,1012.00,
34.40,14.60,11.83,-13.98,7.72,-0.72,-1.45,1015.00,1011.00,
34.41,14.13,13.39,-14.14,7.85,-0.69,-1.47,1014.00,1011.00,
34.42,13.79,14.27,-14.45,7.97,-0.68,-1.48,1014.00,1011.00,
34.43,13.63,14.47,-14.77,8.08,-0.67,-1.51,1014.00,1011.00,
34.44,13.65,14.25,-15.04,8.20,-0.66,-1.55,1014.00,1012.00,
34.45,13.75,13.81,-15.24,8.34,-0.65,-1.61,1014.00,1011.00,
34.46,13.81,13.31,-15.41,8.54,-0.65,-1.67,1013.00,1012.00,
34.47,13.83,12.80,-15.57,8.80,-0.68,-1.74,1014.00,1012.00,
34.48,13.85,12.24,-15.73,9.11,-0.80,-1.86,1014.00,1012.00,
34.49,13.85,11.69,-15.86,9.40,-0.95,-2.02,1014.00,1011.00,
34.50,13.79,11.23,-16.03,9.66,-1.02,-2.25,1014.00,1012.00,
34.51,13.68,10.84,-16.22,9.87,-1.02,-2.57,1013.00,1012.00,
34.52,13.54,10.43,-16.46,10.08,-1.02,-2.97,1014.00,1012.00,
34.53,13.42,9.90,-16.74,10.30,-1.03,-3.43,1013.00,1012.00,
34.54,13.30,9.29,-17.08,10.53,-1.02,-3.93,1013.00,1012.00,
34.55,13.12,8.72,-17.52,10.76,-1.02,-4.46,1014.00,1012.00,
34.56,12.89,8.14,-18.03,10.97,-1.04,-5.00,1014.00,1012.00,
34.57,12.68,7.53,-18.47,11.17,-1.09,-5.57,1014.00,1011.00,
34.58,12.53,6.89,-18.79,11.34,-1.13,-6.13,1014.00,1012.00,
34.59,12.41,6.26,-19.06,11.48,-1.20,-6.68,1014.00,1011.00,
34.60,12.33,5.63,-19.40,11.59,-1.29,-7.21,1014.00,1011.00,
34.61,12.26,4.99,-19.88,11.67,-1.38,-7.71,1014.00,1011.00,
34.62,12.18,4.35,-20.47,11.73,-1.45,-8.19,1014.00,1012.00,
34.63,12.07,3.64,-21.12,11.74,-1.49,-8.67,1014.00,1011.00,
34.64,11.96,2.86,-21.82,11.74,-1.54,-9.14,1014.00,1012.00,
34.65,11.87,1.99,-22.60,11.75,-1.63,-9.57,1014.00,1011.00,
34.66,11.76,1.10,-23.43,11.76,-1.80,-9.99,1014.00,1012.00,
34.67,11.61,0.20,-24.35,11.76,-2.02,-10.37,1013.00,1012.00,
34.68,11.41,-0.67,-25.32,11.76,-2.24,-10.71,1014.00,1012.00,
34.69,11.17,-1.45,-26.29,11.77,-2.47,-11.03,1014.00,1011.00,
34.70,10.91,-2.16,-27.17,11.81,-2.74,-11.32,1014.00,1012.00,
34.71,10.67,-2.87,-27.91,11.89,-3.07,-11.59,1013.00,1012.00,
34.72,10.47,-3.55,-28.56,12.00,-3.47,-11.85,1014.00,1011.00,
34.73,10.27,-4.16,-29.21,12.10,-3.87,-12.10,1014.00,1011.00,
34.74,10.07,-4.76,-29.91,12.15,-4.23,-12.35,1013.00,1012.00,
34.75,9.91,-5.42,-30.75,12.17,-4.57,-12.62,1014.00,1011.00,
34.76,9.78,-6.13,-31.73,12.19,-4.91,-12.89,1014.00,1011.00,
34.77,9.67,-6.85,-32.81,12.23,-5.29,-13.18,1014.00,1012.00,
34.78,9.55,-7.57,-34.00,12.31,-5.71,-13.47,1014.00,1012.00,
34.79,9.43,-8.25,-35.15,12.44,-6.18,-13.76,1014.00,1012.00,
34.80,9.32,-8.92,-36.12,12.60,-6.66,-14.05,1014.00,1012.00,
34.81,9.22,-9.56,-36.94,12.79,-7.12,-14.35,1014.00,1011.00,
34.82,9.07,-10.13,-37.72,12.98,-7.57,-14.65,1014.00,1012.00,
34.83,8.85,-10.58,-38.50,13.20,-8.02,-14.98,1013.00,1012.00,
34.84,8.57,-10.95,-39.27,13.47,-8.51,-15.34,1014.00,1012.00,
34.85,8.29,-11.30,-40.01,13.78,-9.06,-15.70,1013.00,1012.00,
34.86,8.03,-11.63,-40.71,14.13,-9.70,-16.07,1014.00,1012.00,
34.87,7.82,-11.96,-41.29,14.46,-10.34,-16.42,1014.00,1011.00,
34.88,7.70,-12.34,-41.78,14.75,-10.93,-16.79,1014.00,1010.00,
34.89,7.62,-12.73,-42.26,14.97,-11.45,-17.16,1014.00,1011.00,
34.90,7.49,-13.08,-42.79,15.15,-11.92,-17.55,1013.00,1012.00,
34.91,7.29,-13.35,-43.31,15.30,-12.33,-17.94,1013.00,1011.00,
34.92,7.04,-13.53,-43.83,15.46,-12.73,-18.37,1014.00,1013.00,
34.93,6.76,-13.63,-44.33,15.62,-13.16,-18.80,1013.00,1012.00,
34.94,6.44,-13.64,-44.81,15.84,-13.64,-19.26,1013.00,1012.00,
34.95,6.12,-13.59,-45.20,16.09,-14.17,-19.72,1014.00,1012.00,
34.96,5.84,-13.49,-45.49,16.37,-14.76,-20.17,1015.00,1012.00,
34.97,5.59,-13.40,-45.74,16.67,-15.41,-20.63,1013.00,1012.00,
34.98,5.40,-13.33,-46.00,16.97,-16.09,-21.08,1014.00,1012.00,
34.99,5.25,-13.28,-46.31,17.26,-16.76,-21.55,1014.00,1012.00,
35.00,5.12,-13.19,-46.68,17.51,-17.37,-22.01,1013.00,1011.00,
35.01,4.94,-12.98,-47.05,17.74,-17.93,-22.47,1014.00,1012.00,
35.02,4.65,-12.56,-47.29,17.91,-18.40,-22.91,1014.00,1012.00,
35.03,4.26,-11.96,-47.36,18.04,-18.82,-23.33,1014.00,1013.00,
35.04,3.86,-11.32,-47.32,18.18,-19.22,-23.72,1015.00,1011.00,
35.05,3.55,-10.73,-47.24,18.37,-19.67,-24.09,1015.00,1012.00,
35.06,3.39,-10.21,-47.14,18.58,-20.14,-24.43,1014.00,1012.00,
35.07,3.29,-9.67,-47.04,18.80,-20.61,-24.79,1014.00,1012.00,
35.08,3.14,-9.00,-46.93,19.02,-21.09,-25.16,1014.00,1012.00,
35.09,2.91,-8.08,-46.74,19.20,-21.53,-25.50,1014.00,1013.00,
35.10,2.61,-6.91,-46.45,19.34,-21.95,-25.85,1014.00,1012.00,
35.11,2.29,-5.54,-46.04,19.48,-22.34,-26.20,1014.00,1012.00,
35.12,2.02,-4.12,-45.51,19.65,-22.78,-26.56,1014.00,1012.00,
35.13,1.82,-2.75,-44.85,19.84,-23.22,-26.92,1014.00,1012.00,
35.14,1.68,-1.50,-44.16,20.05,-23.66,-27.28,1014.00,1009.00,
35.15,1.59,-0.42,-43.50,20.28,-24.11,-27.63,1014.00,1012.00,
35.16,1.58,0.49,-42.91,20.53,-24.57,-27.97,1014.00,1011.00,
35.17,1.64,1.28,-42.38,20.77,-25.04,-28.32,1013.00,1012.00,
35.18,1.73,2.06,-41.92,20.98,-25.49,-28.67,1013.00,1012.00,
35.19,1.82,2.91,-41.52,21.16,-25.96,-29.06,1014.00,1012.00,
35.20,1.91,3.90,-41.08,21.31,-26.47,-29.44,1015.00,1011.00,
35.21,2.01,4.99,-40.58,21.48,-27.03,-29.82,1014.00,1012.00,
35.22,2.10,6.18,-39.97,21.69,-27.60,-30.16,1014.00,1012.00,
35.23,2.19,7.39,-39.26,21.93,-28.14,-30.46,1014.00,1012.00,
35.24,2.33,8.54,-38.38,22.15,-28.61,-30.71,1013.00,1012.00,
35.25,2.57,9.51,-37.32,22.34,-29.03,-30.92,1014.00,1011.00,
35.26,2.91,10.30,-36.14,22.51,-29.46,-31.13,1014.00,1013.00,
35.27,3.27,10.98,-34.94,22.68,-29.90,-31.32,1014.00,1012.00,
35.28,3.60,11.69,-33.74,22.84,-30.37,-31.49,1014.00,1011.00,
35.29,3.90,12.42,-32.55,22.97,-30.81,-31.61,1014.00,1012.00,
35.30,4.21,13.17,-31.30,23.07,-31.25,-31.69,1014.00,1011.00,
35.31,4.56,13.95,-29.95,23.12,-31.67,-31.72,1014.00,1011.00,
35.32,4.97,14.80,-28.48,23.15,-32.09,-31.72,1014.00,1012.00,
35.33,5.41,15.74,-26.91,23.17,-32.53,-31.67,1015.00,1010.00,
35.34,5.90,16.72,-25.24,23.12,-32.99,-31.53,1013.00,1012.00,
35.35,6.44,17.68,-23.52,23.00,-33.42,-31.31,1013.00,1010.00,
35.36,7.04,18.59,-21.67,22.87,-33.84,-31.07,1014.00,1012.00,
35.37,7.70,19.43,-19.69,22.79,-34.27,-30.86,1014.00,1012.00,
35.38,8.41,20.13,-17.65,22.75,-34.71,-30.68,1014.00,1011.00,
35.39,9.18,20.72,-15.57,22.72,-35.13,-30.52,1014.00,1012.00,
35.40,9.94,21.24,-13.56,22.67,-35.47,-30.33,1015.00,1013.00,
35.41,10.66,21.75,-11.62,22.58,-35.72,-30.11,1014.00,1012.00,
35.42,11.34,22.26,-9.80,22.45,-35.87,-29.86,1014.00,1011.00,
35.43,12.01,22.81,-8.02,22.28,-35.93,-29.57,1014.00,1012.00,
35.44,12.66,23.41,-6.25,22.05,-35.88,-29.24,1014.00,1011.00,
35.45,13.35,23.98,-4.41,21.80,-35.76,-28.93,1014.00,1012.00,
35.46,14.07,24.43,-2.50,21.60,-35.63,-28.70,1014.00,1012.00,
35.47,14.88,24.75,-0.47,21.48,-35.55,-28.57,1014.00,1012.00,
35.48,15.74,24.94,1.58,21.40,-35.48,-28.49,1014.00,1012.00,
35.49,16.58,25.04,3.53,21.34,-35.42,-28.44,1014.00,1012.00,
35.50,17.36,25.10,5.27,21.31,-35.33,-28.41,1013.00,1011.00,
35.51,18.11,25.19,6.86,21.29,-35.20,-28.37,1014.00,1011.00,
35.52,18.81,25.33,8.29,21.27,-35.00,-28.33,1013.00,1011.00,
35.53,19.42,25.50,9.54,21.27,-34.75,-28.31,1014.00,1012.00,
35.54,19.91,25.54,10.53,21.28,-34.48,-28.29,1014.00,1012.00,
35.55,20.25,25.33,11.25,21.28,-34.20,-28.25,1014.00,1012.00,
35.56,20.44,24.92,11.67,21.28,-33.91,-28.19,1014.00,1011.00,
35.57,20.50,24.41,11.77,21.29,-33.66,-28.13,1014.00,1011.00,
35.58,20.48,23.86,11.59,21.28,-33.44,-28.04,1014.00,1012.00,
35.59,20.41,23.27,11.21,21.27,-33.26,-27.91,1013.00,1012.00,
35.60,20.34,22.67,10.73,21.24,-33.15,-27.76,1014.00,1011.00,
35.61,20.27,22.11,10.25,21.21,-33.16,-27.63,1014.00,1011.00,
35.62,20.20,21.58,9.76,21.19,-33.28,-27.53,1014.00,1012.00,
35.63,20.11,21.07,9.25,21.14,-33.47,-27.44,1014.00,1013.00,
35.64,19.97,20.53,8.65,21.02,-33.67,-27.30,1014.00,1013.00,
35.65,19.77,19.92,7.96,20.85,-33.84,-27.11,1014.00,1012.00,
35.66,19.51,19.26,7.14,20.64,-33.94,-26.84,1015.00,1012.00,
35.67,19.22,18.54,6.18,20.41,-34.01,-26.53,1014.00,1011.00,
35.68,18.93,17.75,5.08,20.20,-34.09,-26.21,1013.00,1012.00,
35.69,18.68,16.95,3.92,19.98,-34.19,-25.90,1013.00,1012.00,
35.70,18.47,16.22,2.72,19.73,-34.27,-25.60,1014.00,1012.00,
35.71,18.27,15.68,1.54,19.49,-34.31,-25.34,1014.00,1012.00,
35.72,18.03,15.26,0.39,19.26,-34.31,-25.08,1014.00,1012.00,
35.73,17.78,14.85,-0.69,19.06,-34.23,-24.82,1014.00,1011.00,
35.74,17.50,14.40,-1.76,18.87,-34.00,-24.51,1014.00,1011.00,
35.75,17.20,13.95,-2.84,18.71,-33.64,-24.14,1014.00,1011.00,
35.76,16.88,13.51,-3.94,18.60,-33.24,-23.74,1013.00,1012.00,
35.77,16.55,13.04,-5.07,18.50,-32.88,-23.32,1013.00,1011.00,
35.78,16.24,12.51,-6.26,18.39,-32.55,-22.90,1014.00,1012.00,
35.79,15.99,11.95,-7.48,18.26,-32.26,-22.50,1014.00,1011.00,
35.80,15.79,11.43,-8.64,18.14,-32.07,-22.15,1013.00,1010.00,
35.81,15.63,10.97,-9.75,18.01,-31.97,-21.86,1014.00,1011.00,
35.82,15.48,10.58,-10.72,17.88,-31.96,-21.63,1013.00,1012.00,
35.83,15.32,10.27,-11.55,17.72,-32.02,-21.45,1014.00,1012.00,
35.84,15.13,10.04,-12.26,17.58,-32.13,-21.34,1015.00,1010.00,
35.85,14.91,9.86,-12.90,17.45,-32.22,-21.30,1014.00,1012.00,
35.86,14.70,9.65,-13.44,17.36,-32.24,-21.31,1012.00,1012.00,
35.87,14.53,9.36,-13.92,17.30,-32.17,-21.33,1014.00,1012.00,
35.88,14.39,9.04,-14.40,17.29,-32.04,-21.36,1013.00,1012.00,
35.89,14.29,8.67,-14.88,17.33,-31.89,-21.38,1014.00,1012.00,
35.90,14.23,8.29,-15.34,17.38,-31.72,-21.39,1014.00,1011.00,
35.91,14.20,7.99,-15.76,17.43,-31.54,-21.38,1014.00,1012.00,
35.92,14.18,7.77,-16.10,17.46,-31.38,-21.35,1010.00,1012.00,
35.93,14.16,7.59,-16.37,17.49,-31.23,-21.34,1014.00,1012.00,
35.94,14.17,7.42,-16.53,17.53,-31.11,-21.35,1013.00,1013.00,
35.95,14.21,7.21,-16.62,17.58,-31.01,-21.40,1015.00,1011.00,
35.96,14.26,6.98,-16.67,17.65,-30.89,-21.47,1013.00,1013.00,
35.97,14.32,6.76,-16.71,17.72,-30.75,-21.55,1013.00,1011.00,
35.98,14.39,6.56,-16.75,17.81,-30.60,-21.65,1013.00,1011.00,
35.99,14.46,6.39,-16.75,17.91,-30.44,-21.75,1013.00,1011.00,
36.00,14.54,6.25,-16.72,18.03,-30.28,-21.87,1014.00,1011.00,
36.01,14.63,6.12,-16.67,18.17,-30.12,-22.01,1011.00,1011.00,
36.02,14.73,6.00,-16.62,18.33,-29.95,-22.16,1015.00,1011.00,
36.03,14.85,5.87,-16.55,18.50,-29.76,-22.33,1015.00,1012.00,
36.04,15.00,5.73,-16.43,18.66,-29.53,-22.50,1015.00,1012.00,
36.05,15.18,5.61,-16.28,18.84,-29.32,-22.68,1015.00,1012.00,
36.06,15.36,5.52,-16.11,19.03,-29.16,-22.83,1013.00,1012.00,
36.07,15.54,5.47,-15.93,19.21,-29.06,-22.98,1015.00,1011.00,
36.08,15.71,5.43,-15.77,19.35,-28.97,-23.12,1014.00,1012.00,
36.09,15.87,5.40,-15.62,19.47,-28.85,-23.25,1014.00,1013.00,
36.10,16.02,5.38,-15.50,19.55,-28.70,-23.36,1013.00,1011.00,
36.11,16.14,5.38,-15.44,19.64,-28.56,-23.44,1013.00,1012.00,
36.12,16.22,5.36,-15.45,19.73,-28.45,-23.48,1013.00,1012.00,
36.13,16.27,5.32,-15.58,19.81,-28.36,-23.49,1014.00,1012.00,
36.14,16.29,5.23,-15.81,19.86,-28.26,-23.46,1014.00,1011.00,
36.15,16.30,5.13,-16.07,19.88,-28.15,-23.40,1015.00,1011.00,
36.16,16.31,5.04,-16.32,19.88,-28.03,-23.33,1015.00,1011.00,
36.17,16.33,4.96,-16.56,19.88,-27.92,-23.27,1016.00,1011.00,
36.18,16.33,4.89,-16.78,19.85,-27.80,-23.20,1013.00,1011.00,
36.19,16.32,4.80,-16.99,19.80,-27.67,-23.15,1014.00,1012.00,
36.20,16.27,4.67,-17.19,19.73,-27.53,-23.09,1014.00,1011.00,
36.21,16.18,4.57,-17.37,19.65,-27.38,-23.05,1013.00,1012.00,
36.22,16.07,4.52,-17.52,19.59,-27.23,-23.01,1015.00,1011.00,
36.23,15.92,4.54,-17.63,19.52,-27.09,-22.98,1014.00,1012.00,
36.24,15.75,4.62,-17.74,19.45,-26.96,-22.94,1015.00,1011.00,
36.25,15.58,4.70,-17.85,19.36,-26.83,-22.89,1014.00,1012.00,
36.26,15.43,4.76,-17.94,19.24,-26.74,-22.81,1014.00,1012.00,
36.27,15.29,4.82,-18.02,19.08,-26.69,-22.70,1013.00,1013.00,
36.28,15.16,4.90,-18.10,18.90,-26.68,-22.55,1013.00,1011.00,
36.29,15.03,5.03,-18.18,18.70,-26.68,-22.38,1014.00,1012.00,
36.30,14.90,5.19,-18.23,18.49,-26.64,-22.20,1014.00,1012.00,
36.31,14.79,5.34,-18.26,18.29,-26.59,-22.00,1014.00,1012.00,
36.32,14.70,5.45,-18.28,18.09,-26.54,-21.78,1014.00,1011.00,
36.33,14.63,5.53,-18.29,17.89,-26.54,-21.56,1013.00,1012.00,
36.34,14.57,5.60,-18.28,17.69,-26.55,-21.33,1015.00,1012.00,
36.35,14.52,5.74,-18.23,17.48,-26.55,-21.12,1014.00,1012.00,
36.36,14.50,5.93,-18.12,17.28,-26.50,-20.92,1013.00,1011.00,
36.37,14.51,6.17,-17.95,17.10,-26.40,-20.73,1015.00,1012.00,
36.38,14.57,6.42,-17.71,16.96,-26.25,-20.56,1014.00,1012.00,
36.39,14.67,6.69,-17.43,16.85,-26.08,-20.41,1014.00,1012.00,
36.40,14.80,6.96,-17.13,16.77,-25.88,-20.28,1013.00,1012.00,
36.41,14.96,7.19,-16.83,16.70,-25.68,-20.18,1013.00,1012.00,
36.42,15.15,7.33,-16.55,16.66,-25.47,-20.11,1013.00,1011.00,
36.43,15.37,7.39,-16.36,16.62,-25.28,-20.03,1015.00,1012.00,
36.44,15.60,7.37,-16.25,16.59,-25.11,-19.92,1014.00,1011.00,
36.45,15.81,7.31,-16.21,16.57,-24.98,-19.80,1014.00,1012.00,
36.46,16.02,7.23,-16.18,16.56,-24.92,-19.67,1014.00,1011.00,
36.47,16.23,7.16,-16.15,16.54,-24.97,-19.54,1014.00,1012.00,
36.48,16.42,7.09,-16.10,16.52,-25.11,-19.42,1014.00,1012.00,
36.49,16.61,7.01,-16.01,16.49,-25.26,-19.32,1013.00,1012.00,
36.50,16.83,6.91,-15.88,16.48,-25.35,-19.26,1013.00,1011.00,
36.51,17.06,6.78,-15.70,16.48,-25.37,-19.25,1014.00,1012.00,
36.52,17.28,6.63,-15.49,16.53,-25.34,-19.26,1013.00,1012.00,
36.53,17.50,6.47,-15.26,16.61,-25.27,-19.28,1014.00,1012.00,
36.54,17.70,6.27,-15.02,16.71,-25.14,-19.31,1014.00,1011.00,
36.55,17.88,6.06,-14.81,16.80,-24.98,-19.32,1013.00,1012.00,
36.56,18.02,5.86,-14.67,16.90,-24.77,-19.34,1013.00,1012.00,
36.57,18.11,5.69,-14.58,17.02,-24.53,-19.37,1015.00,1011.00,
36.58,18.16,5.52,-14.52,17.14,-24.23,-19.39,1014.00,1012.00,
36.59,18.19,5.34,-14.47,17.27,-23.90,-19.40,1013.00,1012.00,
36.60,18.20,5.16,-14.43,17.38,-23.53,-19.39,1014.00,1012.00,
36.61,18.20,4.96,-14.40,17.50,-23.17,-19.38,1014.00,1012.00,
36.62,18.18,4.74,-14.38,17.61,-22.84,-19.36,1014.00,1012.00,
36.63,18.15,4.51,-14.36,17.72,-22.55,-19.30,1014.00,1012.00,
36.64,18.12,4.30,-14.33,17.81,-22.29,-19.22,1014.00,1012.00,
36.65,18.06,4.09,-14.32,17.88,-22.04,-19.12,1014.00,1012.00,
36.66,17.98,3.87,-14.33,17.94,-21.80,-19.01,1014.00,1011.00,
36.67,17.85,3.64,-14.43,17.99,-21.53,-18.91,1013.00,1012.00,
36.68,17.66,3.44,-14.63,18.05,-21.23,-18.81,1013.00,1011.00,
36.69,17.41,3.27,-14.95,18.12,-20.91,-18.70,1014.00,1010.00,
36.70,17.11,3.11,-15.37,18.17,-20.60,-18.58,1014.00,1012.00,
36.71,16.77,2.96,-15.90,18.21,-20.33,-18.47,1014.00,1012.00,
36.72,16.45,2.76,-16.49,18.24,-20.15,-18.37,1013.00,1012.00,
36.73,16.16,2.45,-17.15,18.28,-20.01,-18.29,1014.00,1012.00,
36.74,15.92,2.09,-17.88,18.32,-19.88,-18.25,1013.00,1012.00,
36.75,15.70,1.75,-18.66,18.36,-19.77,-18.26,1014.00,1011.00,
36.76,15.48,1.47,-19.44,18.37,-19.69,-18.29,1014.00,1012.00,
36.77,15.26,1.23,-20.23,18.36,-19.66,-18.34,1014.00,1011.00,
36.78,15.04,1.01,-21.00,18.33,-19.71,-18.37,1014.00,1012.00,
36.79,14.81,0.84,-21.76,18.25,-19.83,-18.37,1013.00,1012.00,
36.80,14.61,0.69,-22.48,18.14,-20.01,-18.33,1014.00,1011.00,
36.81,14.47,0.49,-23.17,18.04,-20.20,-18.25,1014.00,1012.00,
36.82,14.40,0.21,-23.89,17.96,-20.36,-18.15,1014.00,1012.00,
36.83,14.36,-0.14,-24.66,17.90,-20.49,-18.02,1014.00,1012.00,
36.84,14.37,-0.55,-25.47,17.85,-20.59,-17.87,1014.00,1011.00,
36.85,14.43,-1.03,-26.28,17.81,-20.72,-17.71,1014.00,1012.00,
36.86,14.46,-1.43,-27.10,17.79,-20.92,-17.55,1013.00,1011.00,
36.87,14.35,-1.55,-27.93,17.75,-21.24,-17.41,1014.00,1013.00,
36.88,14.16,-1.51,-28.67,17.67,-21.65,-17.27,1014.00,1011.00,
36.89,14.00,-1.47,-29.27,17.53,-22.14,-17.10,1013.00,1012.00,
36.90,13.90,-1.46,-29.75,17.33,-22.72,-16.90,1012.00,1012.00,
36.91,13.85,-1.43,-30.16,17.10,-23.37,-16.65,1013.00,1012.00,
36.92,13.80,-1.32,-30.56,16.89,-24.01,-16.36,1014.00,1012.00,
36.93,13.70,-1.07,-30.96,16.68,-24.62,-16.01,1014.00,1012.00,
36.94,13.54,-0.66,-31.31,16.46,-25.16,-15.57,1013.00,1012.00,
36.95,13.40,-0.20,-31.56,16.21,-25.61,-15.12,1014.00,1012.00,
36.96,13.37,0.19,-31.71,15.95,-25.98,-14.66,1014.00,1012.00,
36.97,13.41,0.52,-31.80,15.70,-26.26,-14.25,1014.00,1012.00,
36.98,13.48,0.85,-31.82,15.48,-26.55,-13.87,1014.00,1012.00,
36.99,13.54,1.25,-31.79,15.33,-26.88,-13.60,1014.00,1010.00,
37.00,13.58,1.77,-31.72,15.22,-27.29,-13.41,1013.00,1012.00,
37.01,13.61,2.34,-31.60,15.15,-27.75,-13.31,1014.00,1012.00,
37.02,13.67,2.89,-31.39,15.10,-28.28,-13.29,1013.00,1012.00,
37.03,13.77,3.48,-31.04,15.07,-28.79,-13.38,1013.00,1012.00,
37.04,13.90,4.14,-30.56,15.08,-29.25,-13.59,1014.00,1011.00,
37.05,14.03,4.91,-29.94,15.11,-29.58,-13.86,1014.00,1009.00,
37.06,14.12,5.80,-29.20,15.16,-29.81,-14.14,1014.00,1011.00,
37.07,14.19,6.80,-28.32,15.24,-30.02,-14.41,1013.00,1012.00,
37.08,14.24,7.82,-27.36,15.33,-30.23,-14.66,1013.00,1011.00,
37.09,14.32,8.73,-26.40,15.45,-30.46,-14.90,1014.00,1012.00,
37.10,14.44,9.49,-25.52,15.59,-30.70,-15.15,1013.00,1012.00,
37.11,14.57,10.23,-24.66,15.76,-30.92,-15.43,1014.00,1013.00,
37.12,14.73,11.03,-23.72,15.90,-31.08,-15.70,1013.00,1011.00,
37.13,14.91,11.93,-22.64,16.03,-31.23,-15.96,1014.00,1012.00,
